id	Non-malignant	Non-malignant	Non-malignant	Non-malignant	Non-malignant	Claudin-low	Claudin-low	Claudin-low	Claudin-low	Claudin-low	Claudin-low
ENSG00000124459.10	2.12	1.82	3.41	4.02	1.98	15.05	3.6	11.55	9.3	3.91	9.32
ENSG00000151067.19	0	0.19	0	0.07	0	6.8	10.01	3.16	7.25	8.8	0.05
ENSG00000168395.13	13.69	7.56	9.23	9.02	7.77	11.89	17.87	14.04	16.71	29.83	15.94
ENSG00000168411.12	25.58	12.26	18.65	12.59	18.65	41.72	41.09	33.16	25.37	22.62	64.12
ENSG00000226742.3	20.81	32.99	17.22	24.23	10.93	3.72	1.67	10.54	0.86	4.79	12.31
ENSG00000256940.1	93.37	120.49	32.47	59.89	34.78	20.92	24.32	5.04	27.6	15.62	15.8
ENSG00000138772.11	71.47	53.38	95.68	157.4	14.63	0.14	0.33	7.8	1.07	0	60.87
ENSG00000247572.6	2.4	2.85	1.76	1.53	2.69	3.29	3.99	5.79	6.51	6.96	2.73
ENSG00000102181.18	13.46	10.68	24.5	10.09	7.37	51.11	32.51	22.08	16.89	39.93	42.55
ENSG00000157014.9	16.45	11	17.27	17.65	13.4	25.47	20.19	38.12	19.05	22.86	24.15
ENSG00000077235.16	37.86	25.1	26.31	27.24	31.9	39.01	38.95	41.02	35.47	54.54	46.8
ENSG00000108349.13	27.23	21.05	26.09	21.22	29.3	28.85	35.46	46.68	30.76	33.21	40.44
ENSG00000197497.9	0.14	0.19	0.16	0.19	0	3.52	3.99	3.32	1.83	0.84	0.42
ENSG00000237512.5	7.38	6.44	1.16	1.66	3.19	0	0	0	0	0.23	0
ENSG00000269131.1	8.52	6.39	9.77	6.64	6.74	10.64	14.08	7.74	13.84	15.6	12.83
ENSG00000102349.13	3.04	11.7	4.37	4.04	1.54	0	0.15	0.27	0.03	2.95	0.66
ENSG00000105088.7	0	3.93	0	0	1.04	6.61	35.82	20.95	8.89	24.84	0.78
ENSG00000116132.10	0	0.29	0	2.39	0	35.98	56.78	5.56	75.44	29.22	0.56
ENSG00000165046.11	19.52	8.82	37.35	42.86	22.44	1.68	2.35	4.79	7.7	1.85	18.52
ENSG00000075702.15	8.22	2.02	10.58	5.05	13.57	16.85	28.78	29.37	45.07	23.25	31.4
ENSG00000181472.4	3.46	4.98	9.31	4.52	6.75	14.5	11.98	10.68	8.86	10.99	15.11
ENSG00000157693.13	6.61	2.84	5.25	4.34	2.79	17.98	6.3	11.95	8.78	18.69	6.44
ENSG00000080815.17	23.59	28.94	29.66	35.89	35.29	14.71	14.13	19.58	17.51	29.42	20.4
ENSG00000120802.12	20.32	15.64	29.95	12.27	34.18	64.01	83.36	85.46	32.43	29.07	107.15
ENSG00000162641.17	2	2.39	2.54	3.42	2.67	0.92	0.03	0.27	0.54	2.56	0.62
ENSG00000134684.9	72.46	30.23	55.68	55.56	63.33	100.63	163.36	153.33	94.12	201.45	64.83
ENSG00000196466.9	0.04	0	0.52	0.48	0.08	1.35	2.38	1.68	0.39	0.65	1.07
ENSG00000109452.11	18.76	6.97	7.71	15.1	11.16	4.31	0.05	1.09	2.97	6.43	3.76
ENSG00000262160.1	1.9	3.74	2.62	0.48	4.56	0	0.71	0.01	0	0	0
ENSG00000197256.9	35.55	14.96	28.42	47.08	24.92	67.66	39	54.89	150.79	126.27	76.54
ENSG00000070190.11	5.31	5.42	2.32	13.12	1.37	0	0.15	0.07	0.14	0	0
ENSG00000138443.14	25.63	9.71	17.07	21.11	9.46	37.88	30.8	56.9	28.15	72.41	28.19
ENSG00000132357.12	1.51	2.15	4.19	6.5	2.09	0	0.14	1.01	0.18	0	2.29
ENSG00000160469.15	3.62	1.25	0.33	4.4	1.38	8.07	4.08	9.12	8.48	10.21	11.83
ENSG00000271270.4	0.46	0.35	0.13	0.13	0	2.39	14.91	6.87	4	11.5	0.54
ENSG00000135423.11	4.02	6.81	5.5	0.83	2.49	0.07	0.95	0	0.05	0.28	0.85
ENSG00000111679.15	23.24	20.61	16.51	18.15	20.8	0.14	16.8	0.43	0.29	0.25	4.9
ENSG00000128591.14	0.91	0.02	0.4	0.36	0.32	1.27	7.71	16.86	184.84	38.24	40.43
ENSG00000185479.5	11.18	170.76	25.7	1095.31	843.51	0	58.58	0.16	0.04	0.14	0
ENSG00000144746.6	52.37	67.54	46.29	92.65	49.75	27.01	33.9	23.62	28.03	54.72	30.67
ENSG00000279767.1	5.07	2.67	3.17	2.7	7.47	0	1.79	0.01	1.2	2.78	0
ENSG00000197496.5	0.99	0.05	0.02	0	0.13	1.18	1.61	4.15	1.76	6.19	0.66
ENSG00000086062.11	44.07	98	54.56	131.82	92.23	53.28	38.06	19.48	31.92	29.35	20.6
ENSG00000241217.3	0	0	0	0	0	1.19	1.13	2.31	1.63	1.22	0
ENSG00000151025.9	0	0	0	0	0	1.67	1.39	3.26	0.64	0.19	2.19
ENSG00000259207.6	0.06	0	0.05	2.35	0.3	5.26	5.11	11	6.85	0.66	2.05
ENSG00000148303.15	2091.01	2501.03	1909.19	2386.86	3054.13	1974.41	1868.56	1345.75	1137.59	1380.91	1716.13
ENSG00000180626.9	0.58	0.85	0.15	1.54	0.18	6.69	3.96	4.32	2.33	2.5	0.73
ENSG00000144635.7	18.36	10.69	17.24	21.09	17.92	26.31	28.81	24.46	28.37	35.82	27.18
ENSG00000198358.4	0.28	0.31	0.29	0.22	0	0.29	1.17	0.87	0.83	0.56	0.53
ENSG00000152977.8	0	0	0	0	0	24.63	14.61	7.71	6.32	20.7	0
ENSG00000242259.7	13.67	15.21	11.14	10.04	9.34	12.56	17.91	19.47	22.83	23.3	17.51
ENSG00000177721.4	0.23	0.1	0.17	0.17	0.09	1.79	0.31	1.65	1.02	3.89	2.13
ENSG00000108298.8	2215.8	2623.62	2195.94	2510.15	3538.04	1403.47	1472.1	1546.57	1435.03	1788.03	2492.74
ENSG00000151136.13	2.35	4.55	1.13	6.85	1.78	0	1.33	0.3	0.01	0.6	0.02
ENSG00000112208.11	0.87	0.16	1.64	1.47	3.05	12.5	2.45	4.92	3.54	4.48	7.69
ENSG00000229117.7	4609.17	5244.6	3201.1	3992.72	5733.95	2626.6	3887.92	2468.5	2177.53	2224.67	3237.21
ENSG00000058272.14	15.01	13.43	15.23	12.27	7.53	23.71	35.62	40.13	20.79	13.67	29.23
ENSG00000105193.7	3105.91	2962.04	3147.69	3492.02	4180.26	2008.06	1367.05	1521.73	2802.34	2224.61	2637.62
ENSG00000137770.12	16.59	7.92	11.76	5.29	9.27	28.67	26.34	26.33	11.97	30.8	18.27
ENSG00000124783.11	29.73	39.72	51.72	60.69	37.03	87.9	163.93	131.15	64.63	70.56	60.19
ENSG00000151726.12	34.92	65.87	22.97	36.74	20.05	13.67	28.65	5.02	6.28	7.3	11.65
ENSG00000223875.2	0.09	0	0.22	0.07	0	0.8	3.02	0.86	2.48	0.3	1.69
ENSG00000213297.7	0	0	0	0.68	0	2.27	3.01	2.74	0.75	0.26	1.17
ENSG00000168646.11	0.47	0.68	0	0.09	0.32	10.09	1.21	1.15	2.39	5.1	2.29
ENSG00000113391.15	2.54	4.74	5.63	3.25	3.75	8.37	8.05	9.7	6.59	9.2	4.17
ENSG00000260912.1	2.01	1.44	0.91	0.49	1.29	0.03	0.81	0.49	0.16	0	0.16
ENSG00000225614.2	0.19	0	0	0	0	1.78	1.47	2.74	2.13	3.35	0
ENSG00000143850.11	10.37	37.92	16.83	5.19	5.07	0.34	0.31	0.05	0.52	0.26	12.76
ENSG00000176890.14	139.45	64.42	100.05	65.69	47.51	178.52	190.02	203.51	173.83	107.58	299.82
ENSG00000102241.10	20.42	12.31	17.35	19.67	8.96	48.64	62.45	50.95	24.77	17.72	35.7
ENSG00000224635.1	0.35	0.3	0.19	0.24	0	1.17	0.73	1.46	0.41	0.43	0.72
ENSG00000137269.13	3.72	5.65	6.79	6.25	5.84	3.32	2.88	1.63	1.8	4.93	3.25
ENSG00000280693.1	0.89	2.06	8.48	4.38	3.49	0	0.07	0	0	0	0.12
ENSG00000153294.10	5.08	19.56	1.75	6.95	2.67	0	0	0.02	0.2	0	0
ENSG00000162783.10	16.53	11.56	21.74	20.48	33.26	3.75	2.73	6.15	11.04	2.99	16.05
ENSG00000204634.11	31.24	44.68	25.5	17.3	15.87	5.36	21.8	4.82	7.15	8.26	12.56
ENSG00000157350.11	6.42	2.36	5.2	9.92	7.4	19.92	6.84	17.56	15.94	28.56	18.25
ENSG00000152229.17	19.67	20.52	14.58	7.67	4.83	4.89	4.55	4.39	3.51	0.44	0.73
ENSG00000169247.10	3.29	4.95	6.54	3.88	5.47	0.87	0.95	0.53	3.26	2.74	2.81
ENSG00000157600.10	24.42	15.84	20.44	29.42	25.62	19.1	13.22	10.15	4.64	5.07	9.11
ENSG00000257556.1	6.59	6.17	2.73	5.49	1.02	1.33	0.32	0.94	0	0.39	0.47
ENSG00000149781.11	0.72	0	0.23	0.5	0.28	0.3	1.85	3.02	1.41	3.39	2.18
ENSG00000158716.7	50.8	116.41	125.62	95.23	108.97	12.54	32.31	30.99	13.83	55.01	66
ENSG00000100300.16	673.49	668.17	537.1	784.61	686.92	203.12	109.19	43.37	287.57	193.19	385.06
ENSG00000162522.9	61.04	83.54	26.32	42.12	30.72	23.75	7.66	27.21	21.54	12.11	8.5
ENSG00000267069.1	0.9	1.45	0.27	1.54	0.75	0	0	0	0	0	0
ENSG00000275441.1	0.82	0.63	0.35	0	0	1.85	2.17	1.29	0.5	1.36	1.34
ENSG00000101210.9	14.47	1.02	0.5	0.28	2.45	13.22	2.95	59.22	123.79	36.55	67.38
ENSG00000165282.12	20.58	17.91	21.12	20.43	22.03	12.36	10.12	8.91	15.66	12.09	18.97
ENSG00000176532.3	19.95	1.93	3.87	12.12	3.34	0	0	0.03	0.12	0	0.15
ENSG00000157927.15	1.25	0	0.01	0	0.2	1.06	1.06	2.48	1.17	6.18	2
ENSG00000163694.13	6.29	5.16	1.58	8.79	3.04	0.05	1.66	1.95	0.49	0.41	1.38
ENSG00000165801.8	10.65	2.12	4.26	4.99	3.03	16.31	26.49	7.97	18.07	37.28	7.46
ENSG00000105427.8	15.01	57.43	6.63	8.62	15.05	4.42	0.96	0.15	1.04	3.82	6.36
ENSG00000249641.2	3.29	11.78	5.02	1.31	2.06	0.81	0.05	0.17	0	0	0
ENSG00000157483.7	67.19	83.41	59.12	61.91	73.13	44.77	41.69	8.62	25.27	26.13	16.22
ENSG00000106617.12	45.16	64.08	83.19	56.06	28.61	12.94	10.24	25.08	9.92	43.99	23.62
ENSG00000169914.5	2.14	1.01	1.32	0.72	0.39	2.24	3.45	6.43	4.13	1.35	3.88
ENSG00000214087.7	26.39	20.15	24.59	39.06	30.88	32.71	43.22	60.57	42.07	63.27	46.05
ENSG00000273361.1	5.6	2.88	2.93	4.96	7	0	0.22	0	1.79	2.85	2.22
ENSG00000080986.11	20.79	9.41	14.85	5.35	10.21	18.83	50.34	57.46	18.47	24.99	46.04
ENSG00000070404.8	130.19	93.58	105.77	262.3	228.62	33.19	10.65	27.24	138.97	49.47	13.7
ENSG00000136490.7	1.76	0.06	0.32	1.25	0.53	3.9	1.33	10.39	4.64	3.35	1.92
ENSG00000176597.10	7.25	15.39	19.96	25.6	12.95	11.47	1.96	5.65	1.01	0.04	2.94
ENSG00000112320.10	0.08	0	0.05	0	0.22	0.6	2.13	0.31	0.53	1.66	0.95
ENSG00000159231.5	7.23	4.7	4.97	6.99	5.94	17.55	18.73	5.69	15.1	10.47	13.14
ENSG00000144452.13	3.12	14.93	7.49	2.35	1.7	0.05	0.02	0.03	0.03	0	0
ENSG00000171940.12	7.82	9.74	7.84	9.05	7.9	28.12	25.63	22.17	10.86	23.74	10.31
ENSG00000135069.12	34.61	25.07	35.83	12.32	43.17	72.8	121.44	89.58	40.62	148.52	51.46
ENSG00000171681.11	5.53	7.8	7.89	5.34	7.31	11.31	25.88	20.14	8.09	17.65	10.76
ENSG00000100147.12	5.47	2.65	3.11	3.62	2.87	3.57	6.07	8.87	8.11	6.81	6.83
ENSG00000130598.14	317.95	221.26	81.78	3.84	17.97	0	0	0	0	0	0.16
ENSG00000105755.6	126.74	273.35	141.26	174.99	206.98	128.09	13.34	14.99	35.06	82.03	45.21
ENSG00000197147.11	0.54	1.84	0.96	2.31	1.19	2.68	6.47	4.22	1.52	5.85	3.97
ENSG00000166704.10	0	0	0.51	1.93	1.27	4.33	3.47	6.3	1.89	7.29	1.19
ENSG00000197062.10	1.67	2.64	2.67	2.41	5.84	5.71	8.25	10.53	4.67	15.96	5.07
ENSG00000168137.14	29.26	26.42	26.37	23.64	19.41	49.68	48.97	75.48	28.27	43.46	33.93
ENSG00000237491.7	0.78	3.14	1.96	0.23	0	3.92	9.25	5.37	2.83	13.63	3.35
ENSG00000280088.1	0.45	0.62	0.54	1.12	1.35	1.66	2.07	1.72	1.07	1.65	2.44
ENSG00000130844.15	0	0	0.4	2.5	0	9.96	5.55	11.46	4.99	14.25	0.2
ENSG00000111424.9	29.79	16.5	24.21	19.86	44.13	1.17	13.27	9.78	12.33	3.48	8.15
ENSG00000163293.10	6.2	7.6	7.69	2.21	4.13	0.42	0.32	0.8	0.44	2.45	4.55
ENSG00000010278.10	335.77	339.93	143.84	203.7	348.42	6.61	14.58	28.65	17.78	101.54	186.44
ENSG00000160190.12	9.41	3.48	10.05	13.3	10.41	1.6	0.26	0.84	0.04	2.07	9.05
ENSG00000172888.10	6.45	5.06	4.15	5.93	2.75	11.24	8.56	12.63	7.63	7.05	7.45
ENSG00000125848.9	21.94	83.76	12.19	18.36	2.04	0	4.27	0.89	0.37	0.04	0.02
ENSG00000113810.14	38.56	15.52	40.58	9.58	34.56	63.8	167.57	146.21	58.11	64.14	65.14
ENSG00000187193.8	241.85	537.95	170.24	273.38	543.17	74.18	24.4	124.52	92.66	194.38	120.59
ENSG00000073849.13	2.9	16.52	4.64	3.8	12.69	0.99	0.08	0.97	0.81	2.3	1.49
ENSG00000102359.5	11	12.59	6.41	10.23	4.97	0.29	3.04	3.67	5.25	4	1.72
ENSG00000113595.13	3.06	2.04	2.84	3.53	2.01	4.58	3.25	4.61	3.81	7.88	5.61
ENSG00000166535.18	18.95	60.32	1.22	15.12	33.12	0	0.01	0.03	0.04	0	0.01
ENSG00000137486.15	0.55	2.8	2.51	2.27	1.61	4.05	7.62	4.83	12.07	2.77	16.26
ENSG00000142961.13	10.1	10.8	4.65	16.01	6.38	2.59	5.74	1.67	3.67	4.29	2.33
ENSG00000173153.12	48.79	146.77	65.11	69.13	80.49	23.67	23.92	14.27	48.08	52.22	35.68
ENSG00000198795.9	0.01	0	0	0	0	11.61	18.66	1.02	0.75	12.68	4.16
ENSG00000244694.6	1.16	2.24	2.18	1.51	0.51	0.16	0.6	0.32	0.58	0.03	0.2
ENSG00000240370.5	3.17	1.92	3.15	3.38	4.97	6.96	12.28	5.23	6	15.16	4.81
ENSG00000141279.14	67.03	104.24	53.66	71.46	71.99	43.26	33.94	64.74	19.26	30.97	40.09
ENSG00000177679.15	0.3	0.28	0.5	0	0	2.76	0.76	2.43	9.49	1.97	1.26
ENSG00000140254.11	4.6	40.94	2.74	5.9	5.93	0	0.05	0.06	0	0.24	0
ENSG00000121274.11	4.74	2.89	4.5	2.56	2.74	4.66	8.39	8.02	4.41	5.7	6.38
ENSG00000170348.7	250.68	224.04	185.71	239.7	273.5	115.93	192.76	203.49	111.58	160.06	107.2
ENSG00000165995.17	0.45	0.05	0.02	0.26	0	1.56	0.59	1.37	1.3	1.29	0.12
ENSG00000149311.16	5.38	2.41	5.68	1.52	2.21	7.59	11.13	9.3	6.12	12.65	7.36
ENSG00000237649.6	24.18	20.92	29.04	16.34	58.13	62.44	61.54	69.97	73.55	76.66	95.54
ENSG00000001561.6	0	0.05	0.05	0.15	0	2.37	0.24	1.3	0.82	0.55	2.19
ENSG00000233461.4	17.9	43.15	79.81	42.41	53.26	6.36	24.84	24.54	8.76	13.36	13.13
ENSG00000196876.12	0.11	0.01	0.15	0	0	1	1.22	1.66	0.99	0.81	0
ENSG00000077942.16	370.08	54.99	107.27	132.74	76.15	9.32	17.86	34.91	90.28	6.32	2.59
ENSG00000111186.11	3.74	2.39	0.68	0.68	2.86	87.33	3.84	6.05	77.83	44.12	12.68
ENSG00000018610.12	15.58	11.73	8.24	8.75	4.48	33.93	22.7	49.24	15.2	15.59	19.07
ENSG00000147394.17	17.66	50.14	19.29	55.82	33.99	2.62	11.71	2.78	0.21	1.44	26.43
ENSG00000106789.11	3.58	1.53	9.52	5.73	10.1	0.43	0.35	2.1	0.21	0.28	2.81
ENSG00000160049.10	38.26	18.98	23.57	15.11	26.83	76.44	42.81	27.76	49.06	92.82	49.28
ENSG00000185760.14	1.68	0.37	3.83	0.55	1.88	9.32	5.53	4.37	6.54	3.24	5.75
ENSG00000162521.17	77.63	59	69.99	55.57	76.03	245.79	149.67	169.05	74.99	189.9	93.53
ENSG00000118640.9	150.04	230.78	163.72	113.86	175.32	0.18	3.85	29.51	0.12	0.39	111.81
ENSG00000203879.10	65.02	63.49	64.39	108.88	58.94	221.28	90.38	132.75	112.49	278.51	119.15
ENSG00000149273.13	2272.71	2540.9	2529.58	2366.5	4097.35	1617.13	1130.11	1052.76	1593.28	2324.74	1894.82
ENSG00000162636.14	0.72	1.05	0.5	1.09	0.14	2.7	2.47	9.79	1.74	3.04	14.5
ENSG00000188015.8	39.16	39.32	56.96	21.28	41.79	3.58	6.49	23.12	24.95	3.34	12.62
ENSG00000112144.14	0.93	3.67	2.84	2.02	0.85	16.11	5.11	3.17	4.07	6.19	9.32
ENSG00000121940.14	9.34	7.19	9.25	8.7	5.73	17.72	11.03	40.95	10.68	21.54	25.98
ENSG00000082074.14	18.36	9.5	2.49	5.9	1.39	0.02	0.55	0.02	0.02	0	0
ENSG00000206535.6	1.04	0.41	0.55	0.43	0.75	1.82	2.61	1.38	1.41	0.88	0.97
ENSG00000145779.7	11.41	12.7	14.47	29.01	11.13	8.48	6.19	4.3	5.25	7.58	8.81
ENSG00000111799.19	15.67	2.86	12.11	6.69	6.83	129.55	91.19	52.17	51.82	14.64	11.46
ENSG00000146409.9	4.01	7.38	10.92	6.34	3.95	0.6	0.18	3.01	0	1.14	5.25
ENSG00000157557.10	51.64	88.4	37.1	46.64	37.5	9.82	5.99	11.75	23.95	47.17	15.38
ENSG00000152689.16	0.96	1.16	0.28	0.45	0	1.87	5.07	1.36	4.26	0.8	3.55
ENSG00000257771.4	0.29	0.23	0	0.22	0	0.71	2.67	0.96	1.67	0.49	0.54
ENSG00000154065.15	3.93	7.3	2.98	7.01	3.1	0.46	2.2	1.05	0.95	4.33	0.85
ENSG00000090861.14	36.76	23.33	29.97	27.52	34.85	61.09	126.62	78.94	79.33	386.22	57.34
ENSG00000259539.1	0.54	0.37	0	0	2.27	1.71	11.94	3.45	7.86	4.77	1.01
ENSG00000257964.1	0	0	0	0	0	0	0.85	0.4	0.91	0.55	1.02
ENSG00000062725.8	4.96	5.56	5.46	3.2	4.44	5.32	9.65	14.37	6.26	9.41	8.92
ENSG00000181619.11	0.51	0.22	0.42	0.35	0.48	0.69	2.1	1.45	1.01	1.71	0.56
ENSG00000052802.11	73.48	59.7	34.89	22.26	38	8.79	30.09	18.19	13.33	3.83	16.81
ENSG00000132535.17	2.88	0.28	3.94	6.06	0.19	22.82	3.22	8.89	14.63	33.89	19.4
ENSG00000170465.9	4.27	16.13	13.8	69.45	278.6	0.04	1.34	0.03	0	0	0
ENSG00000203930.9	0	0.24	0	0	0	6.48	0.24	1.52	2.79	8.27	2.09
ENSG00000148175.11	60.67	113.06	123.21	55.41	58.99	0.91	42.03	16.2	13.82	13.06	22.38
ENSG00000165417.10	12.88	8.71	12.03	11.96	9.72	14.95	41.51	21.83	13.59	21.45	30.84
ENSG00000112851.13	12.86	3.92	8.29	9.18	3.54	35.86	13.18	35.31	9.9	17.9	24.38
ENSG00000263934.3	1.45	1.33	0.52	0.91	8.43	4.11	50.37	31	91.88	16.87	4.31
ENSG00000171456.15	38.87	33.96	39.49	25.1	26.24	109.94	91.08	107.31	39.2	38.91	77.31
ENSG00000077782.18	12.26	1.3	4.58	46.74	7.56	65.92	49.71	194.91	60.79	161.81	45.3
ENSG00000103549.20	54.39	28.21	38.86	40.24	44.07	52.05	59.57	73.22	84.29	106.12	51.77
ENSG00000240694.7	0.16	0.01	0.03	1.56	0.08	1.85	0.83	2.67	4.91	18.6	5.61
ENSG00000260565.5	2.25	1.41	1.59	5.2	1.07	3.79	4.95	9.49	5.33	10.68	4.8
ENSG00000070159.12	14.44	8.95	9.58	9.76	9.13	7.18	3.25	6.05	1.48	3.4	6.72
ENSG00000178149.15	22.25	29.88	31.72	42.04	26.2	14.15	13.66	8.68	16.67	27.64	18.74
ENSG00000056736.8	0.38	0.15	0.5	1.05	0.42	1.01	2.97	2.2	0.82	1.14	1.37
ENSG00000185818.7	0.46	0.29	0.01	0.08	0	6	0.79	1.93	2.19	7.31	0.79
ENSG00000123143.11	26.2	9.05	15.21	41.92	32.15	42.19	70.41	43.93	74.51	159.8	81.31
ENSG00000185332.5	1.02	0.99	0.52	1.9	1.14	0	0.93	0.03	0.27	0.03	0.49
ENSG00000125821.10	85.18	60.86	90.01	62.76	71.14	61.74	26.39	44.63	32.59	43.28	58.02
ENSG00000129028.7	1.45	2.13	1.49	1.51	0.6	3.22	6.29	2.25	1.75	4.27	3.85
ENSG00000110075.13	29.37	19.17	34.05	23.42	27.86	31.11	70.27	59.61	43.27	33.44	48.43
ENSG00000167524.13	3.01	2.98	1.82	3.46	2.1	9.61	3.77	9.45	3.63	4.73	5.33
ENSG00000139880.18	7.56	3.94	3.04	4.37	3.73	12.49	8.76	5.98	10.98	6.02	18.36
ENSG00000154518.8	424.9	354.87	419.73	315.97	439.87	212.44	303.61	255.81	119.05	214.45	288.62
ENSG00000119938.8	0.1	0.06	0.15	0.74	0.65	6.29	3.81	1.22	0.49	2.23	2.24
ENSG00000166997.6	3.12	3.15	4.4	6.26	5.19	11.94	29.03	6.64	18.08	7.71	7.76
ENSG00000148690.11	1.28	1.57	2.38	2.2	2.53	7.48	5.04	3.88	1.99	8.14	4.29
ENSG00000198855.5	1	0.67	1.25	3.43	0.71	3.33	2.33	4.78	5.85	5.53	2.59
ENSG00000141232.4	53.07	59.64	23.09	33.03	21.73	11.35	18.51	16.95	4.99	19.19	14.65
ENSG00000085224.19	10.57	8.82	9.87	5.38	13.01	20.69	16.9	38.8	12.67	23.29	13.44
ENSG00000169258.6	3.71	2.34	4.53	5.3	10.01	7.94	10.27	14.32	14.25	17.53	11.35
ENSG00000102312.19	81.6	36.18	30.41	174.65	36.12	17.19	6.8	4.33	48.26	10.71	5.83
ENSG00000100612.12	61.64	71.08	51.37	75.97	141.62	16.95	25.42	22.62	19.04	84.85	9.81
ENSG00000090857.12	11.31	10.3	9.96	5.97	8.14	18.21	23.63	20.09	9.16	28.4	13.75
ENSG00000089159.14	120.58	131.62	171.57	280.02	228.25	79.57	28.11	70.19	80.67	95.02	127.46
ENSG00000123892.10	35.88	32.95	40.14	1.44	11.25	0.26	0.56	1.91	0.16	0	0.91
ENSG00000104177.16	5.09	2.67	0.75	0.13	0.04	23.57	1.44	15.32	8.25	8.56	32.37
ENSG00000136478.6	18.24	23.86	17.62	13.96	18.82	14.12	10.77	16.53	10.65	10.62	12.58
ENSG00000121774.16	58.92	40.83	61.06	55.8	77.59	86.19	81.12	87.78	84.07	123.27	81.1
ENSG00000165474.5	23.5	1.24	6.42	24.76	12.69	0.08	0.45	1.5	0	0.19	0.53
ENSG00000214318.3	0.3	2.45	1.15	1.95	1.07	NA	0.28	NA	NA	0	0
ENSG00000137100.14	164.72	154.6	112.79	115.13	210.58	90.77	87.54	59.44	95.86	78.29	124.16
ENSG00000135842.15	2.01	0.15	0.3	0	0.77	25.54	2.02	1.56	3.78	22.33	15.89
ENSG00000115993.10	4.93	3.38	4.12	8.72	3.85	12.23	11.31	13.97	13.5	5.32	7.66
ENSG00000120549.14	14	13.76	14.17	11.18	10.47	5.96	3.3	5.53	9.69	8.01	1.92
ENSG00000101639.17	4.24	3.01	5.65	2.15	2.35	4.85	19.83	18.76	6.4	7.68	7.41
ENSG00000054179.10	3.38	3.58	12	1.2	1.91	NA	0.1	0.16	NA	0	0
ENSG00000187838.15	104.78	101.95	65.14	114.54	92.19	60.17	19.98	12.03	63	34.11	42.03
ENSG00000177239.13	31.53	35.59	24.84	34.05	39.42	59.5	54.24	35.08	57.67	54.58	38.55
ENSG00000163874.8	19.11	19.09	28.17	95.5	13.92	2.77	4.35	17.64	4.33	5.53	6.67
ENSG00000275734.1	0.35	0	0.16	0.4	0	1.27	2.07	0.64	0.5	0.44	0.81
ENSG00000186832.7	8.17	533.85	28.95	743.38	1230.06	0.06	19.65	0.64	2.53	0.42	0.42
